id_x,created_at,user_id,product_id,discount,quantity,date_only,category,price,total
4686,2017-01-21T13:59:15.878Z,647,54,0.0,2,2017-01-21,Widget,41.3957,82.7914
4687,2018-07-12T00:09:25.537Z,647,183,0.0,4,2018-07-12,Gizmo,37.7983,151.1932
4688,2018-05-21T05:55:48.786Z,647,47,0.0,3,2018-05-21,Doohickey,56.0511,168.1533
4689,2019-07-12T15:39:56.186Z,647,31,0.0,5,2019-07-12,Doohickey,70.4356,352.178
4690,2019-05-25T19:52:24.488Z,647,9,0.0,4,2019-05-25,Widget,58.3131,233.2524
4691,2017-11-13T23:44:53.069Z,647,121,0.0,2,2017-11-13,Doohickey,26.9635,53.927
4692,2017-06-19T16:06:09.280Z,647,26,0.0,5,2017-06-19,Widget,45.4165,227.08249999999998
4693,2019-12-24T01:46:55.026Z,650,151,0.0,2,2019-12-24,Gizmo,61.0753,122.1506
4694,2018-09-21T22:05:01.289Z,650,76,0.0,4,2018-09-21,Widget,42.5495,170.198
4695,2019-05-19T05:37:34.553Z,650,56,0.0,2,2019-05-19,Doohickey,24.2475,48.495
4696,2019-08-27T12:41:47.097Z,650,84,0.0,3,2019-08-27,Gizmo,54.5842,163.7526
4697,2018-05-07T02:20:51.323Z,650,197,0.0,2,2018-05-07,Gizmo,46.7641,93.5282
4698,2017-12-29T19:05:36.357Z,650,119,0.0,1,2017-12-29,Gadget,28.9588,28.9588
4699,2017-11-21T20:06:26.156Z,650,80,0.0,2,2017-11-21,Widget,36.6088,73.2176
4700,2018-03-03T16:09:22.139Z,650,19,0.0,1,2018-03-03,Doohickey,42.6712,42.6712
4701,2020-02-07T03:49:09.988Z,650,144,0.0,1,2020-02-07,Widget,40.7989,40.7989
4702,2017-05-23T00:58:35.810Z,650,33,0.0,5,2017-05-23,Doohickey,31.8299,159.1495
4703,2020-03-06T11:15:04.432Z,650,200,1.76368,1,2020-03-06,Gadget,48.8026,48.8026
4704,2019-09-22T22:24:32.971Z,650,163,0.0,4,2019-09-22,Widget,22.3786,89.5144
4705,2020-03-16T05:25:20.655Z,650,166,0.0,1,2020-03-16,Doohickey,25.5363,25.5363
4706,2017-07-27T08:08:42.171Z,650,118,6.26368,3,2017-07-27,Gadget,38.4184,115.2552
4707,2019-11-24T03:50:35.282Z,650,190,6.26368,2,2019-11-24,Gadget,85.7228,171.4456
4708,2019-09-01T03:10:11.059Z,652,135,0.0,4,2019-09-01,Gizmo,30.536,122.144
4709,2018-04-22T15:32:56.488Z,652,165,0.0,3,2018-04-22,Gizmo,25.5363,76.6089
4710,2017-03-19T09:11:39.238Z,652,155,1.76368,1,2017-03-19,Gadget,29.1838,29.1838
4711,2018-06-09T16:15:59.541Z,652,56,0.0,5,2018-06-09,Doohickey,24.2475,121.2375
4712,2017-03-11T22:46:16.469Z,652,159,0.0,1,2017-03-11,Widget,23.6868,23.6868
4713,2017-01-17T14:28:09.226Z,652,183,0.0,1,2017-01-17,Gizmo,37.7983,37.7983
4714,2018-07-18T09:57:33.521Z,652,9,0.0,3,2018-07-18,Widget,58.3131,174.9393
4715,2016-12-25T09:29:45.214Z,652,43,0.0,2,2016-12-25,Widget,50.9017,101.8034
4716,2018-08-29T18:35:11.423Z,652,115,0.0,8,2018-08-29,Gadget,51.9413,415.5304
4717,2016-07-01T21:07:43.017Z,652,80,0.0,6,2016-07-01,Widget,36.6088,219.6528
4718,2017-12-19T02:24:04.221Z,652,58,0.0,2,2017-12-19,Gadget,52.0972,104.1944
4719,2019-12-16T16:15:17.994Z,652,31,0.0,2,2019-12-16,Doohickey,70.4356,140.8712
4720,2019-08-01T09:02:04.290Z,652,111,4.63626,8,2019-08-01,Gadget,37.0178,296.1424
4721,2018-07-13T00:25:04.217Z,652,171,0.0,7,2018-07-13,Doohickey,70.0511,490.3577
4722,2019-01-10T03:00:46.225Z,652,198,0.0,2,2019-01-10,Gizmo,46.7641,93.5282
4723,2017-09-05T19:07:13.020Z,652,33,0.0,4,2017-09-05,Doohickey,31.8299,127.3196
4724,2018-07-12T22:52:48.830Z,652,173,0.0,6,2018-07-12,Gadget,81.5768,489.46080000000006
4725,2019-05-06T20:15:50.389Z,652,123,0.0,6,2019-05-06,Gizmo,73.9543,443.72580000000005
4726,2018-06-03T21:57:34.380Z,652,80,0.0,7,2018-06-03,Widget,36.6088,256.26160000000004
4727,2017-02-20T18:32:44.813Z,652,45,0.0,2,2017-02-20,Doohickey,78.6997,157.3994
4728,2019-12-25T09:46:50.410Z,652,110,4.63626,2,2019-12-25,Widget,37.0178,74.0356
4729,2017-02-05T02:16:25.460Z,652,194,0.0,1,2017-02-05,Doohickey,33.5872,33.5872
4730,2019-03-15T06:30:30.035Z,652,145,0.0,1,2019-03-15,Gizmo,40.7989,40.7989
4731,2019-07-06T10:47:33.068Z,652,41,0.0,6,2019-07-06,Widget,42.3393,254.0358
4732,2019-10-16T05:09:47.504Z,652,23,0.0,6,2019-10-16,Widget,77.9111,467.4666
4733,2018-03-22T16:18:11.305Z,652,22,0.0,1,2018-03-22,Gizmo,21.4245,21.4245
4734,2018-09-29T01:49:54.003Z,652,108,4.63626,6,2018-09-29,Gadget,33.3966,200.37959999999998
4735,2019-06-23T14:16:28.740Z,652,77,0.0,9,2019-06-23,Gadget,67.3446,606.1014
4736,2018-08-23T04:59:11.980Z,653,26,0.0,8,2018-08-23,Widget,45.4165,363.332
4737,2018-03-11T19:09:44.862Z,653,62,0.0,1,2018-03-11,Widget,89.0135,89.0135
4738,2020-02-11T08:50:29.964Z,653,50,0.0,2,2020-02-11,Widget,35.7601,71.5202
4739,2017-10-22T04:05:26.861Z,653,43,0.0,5,2017-10-22,Widget,50.9017,254.5085
4740,2017-02-27T11:11:04.091Z,653,69,0.0,2,2017-02-27,Doohickey,48.9251,97.8502
4741,2018-07-27T21:02:47.794Z,653,104,0.0,7,2018-07-27,Widget,70.9614,496.72979999999995
4742,2017-07-30T04:13:31.745Z,653,62,0.0,7,2017-07-30,Widget,89.0135,623.0944999999999
4743,2019-11-18T07:01:33.411Z,653,143,0.0,4,2019-11-18,Gizmo,40.7989,163.1956
4744,2018-03-10T20:24:27.363Z,653,128,0.0,1,2018-03-10,Gizmo,50.0534,50.0534
4745,2018-03-18T05:57:23.267Z,653,43,0.0,1,2018-03-18,Widget,50.9017,50.9017
4746,2017-02-06T08:55:45.971Z,653,157,0.0,2,2017-02-06,Widget,93.2628,186.5256
4747,2017-08-21T17:32:00.113Z,654,49,0.0,6,2017-08-21,Gadget,87.6191,525.7146
4748,2017-01-28T03:13:59.330Z,654,118,0.0,2,2017-01-28,Gadget,38.4184,76.8368
4749,2019-03-06T05:50:24.035Z,654,193,0.0,1,2019-03-06,Gadget,33.5872,33.5872
4750,2018-01-05T00:54:17.709Z,654,55,0.0,2,2018-01-05,Gadget,63.8475,127.695
4751,2019-04-06T05:16:52.892Z,654,87,0.0,3,2019-04-06,Widget,78.1702,234.51059999999998
4752,2018-11-23T06:56:16.668Z,654,113,0.0,3,2018-11-23,Gadget,73.6515,220.9545
4753,2019-02-27T02:23:08.390Z,654,31,0.0,2,2019-02-27,Doohickey,70.4356,140.8712
4754,2018-02-21T18:00:28.157Z,654,180,0.0,2,2018-02-21,Gadget,45.5494,91.0988
4755,2019-07-08T05:15:54.128Z,654,46,0.0,4,2019-07-08,Gadget,78.6997,314.7988
4756,2020-03-28T14:01:54.906Z,654,175,0.0,1,2020-03-28,Doohickey,78.2165,78.2165
4757,2019-05-24T07:23:41.213Z,654,95,0.0,5,2019-05-24,Gizmo,33.2124,166.062
4758,2020-01-14T03:47:15.313Z,654,77,9.40388,2,2020-01-14,Gadget,67.3446,134.6892
4759,2019-07-18T03:30:49.621Z,654,103,0.0,6,2019-07-18,Widget,31.3614,188.1684
4760,2020-01-05T23:27:49.278Z,654,66,0.0,2,2020-01-05,Widget,90.7742,181.5484
4761,2018-09-16T20:43:27.034Z,654,118,0.0,7,2018-09-16,Gadget,38.4184,268.92879999999997
4762,2018-08-17T08:59:23.525Z,654,132,0.0,100,2018-08-17,Widget,85.2546,8525.46
4763,2019-02-16T12:35:10.707Z,655,134,0.0,2,2019-02-16,Doohickey,28.3282,56.6564
4764,2017-11-03T13:30:02.611Z,655,101,0.0,3,2017-11-03,Gadget,93.2166,279.6498
4765,2018-08-05T02:40:32.416Z,655,66,0.0,8,2018-08-05,Widget,90.7742,726.1936
4766,2017-09-08T16:33:20.344Z,655,7,0.0,6,2017-09-08,Doohickey,98.8193,592.9158
4767,2018-12-29T19:47:26.495Z,655,154,0.0,2,2018-12-29,Widget,54.5835,109.167
4768,2019-09-13T01:41:51.944Z,655,179,0.0,7,2019-09-13,Doohickey,45.5494,318.8458
4769,2019-05-22T16:49:09.979Z,655,136,0.0,6,2019-05-22,Widget,70.136,420.816
4770,2017-01-15T06:12:37.008Z,655,36,0.0,3,2017-01-15,Gizmo,87.2913,261.87390000000005
4771,2017-01-30T04:50:35.340Z,655,163,2.76971,3,2017-01-30,Widget,22.3786,67.13579999999999
4772,2018-11-08T07:50:56.238Z,655,132,0.0,3,2018-11-08,Widget,85.2546,255.7638
4773,2019-07-23T23:07:43.110Z,655,115,0.0,5,2019-07-23,Gadget,51.9413,259.7065
4774,2018-04-15T18:00:49.298Z,655,66,0.0,3,2018-04-15,Widget,90.7742,272.32259999999997
4775,2019-02-10T15:48:52.342Z,655,104,7.26971,1,2019-02-10,Widget,70.9614,70.9614
4776,2020-01-01T12:04:52.543Z,656,88,0.0,1,2020-01-01,Gizmo,70.2753,70.2753
4777,2017-06-10T22:33:52.430Z,656,30,0.0,6,2017-06-10,Gadget,42.783,256.698
4778,2017-05-14T15:58:46.077Z,656,178,0.0,4,2017-05-14,Widget,78.2198,312.8792
4779,2018-08-25T13:34:56.594Z,656,72,0.0,4,2018-08-25,Widget,94.8025,379.21
4780,2019-02-19T19:42:06.350Z,656,171,0.0,2,2019-02-19,Doohickey,70.0511,140.1022
4781,2017-07-14T02:10:14.982Z,657,93,0.0,6,2017-07-14,Widget,33.2124,199.2744
4782,2017-12-08T19:02:20.353Z,657,82,0.0,2,2017-12-08,Gadget,40.597,81.194
4783,2017-04-15T15:48:30.653Z,657,120,0.0,3,2017-04-15,Widget,55.668,167.004
4784,2019-04-01T07:55:27.687Z,657,111,0.0,4,2019-04-01,Gadget,37.0178,148.0712
4785,2018-09-04T18:23:10.911Z,657,126,0.0,6,2018-09-04,Widget,83.496,500.976
4786,2018-05-31T03:11:04.281Z,657,124,0.0,5,2018-05-31,Gizmo,73.9543,369.7715
4787,2018-03-02T11:07:33.841Z,657,137,0.0,1,2018-03-02,Gizmo,45.1817,45.1817
4788,2018-05-15T19:24:42.569Z,657,134,0.0,5,2018-05-15,Doohickey,28.3282,141.641
4789,2019-11-05T18:52:16.361Z,658,192,0.0,3,2019-11-05,Widget,46.1228,138.3684
4790,2018-11-15T19:38:06.696Z,658,6,0.0,3,2018-11-15,Doohickey,64.9575,194.8725
4791,2016-12-21T12:28:59.441Z,658,19,0.0,2,2016-12-21,Doohickey,42.6712,85.3424
4792,2018-07-14T16:19:56.473Z,658,71,0.0,2,2018-07-14,Gadget,55.2025,110.405
4793,2017-08-05T04:57:34.011Z,658,113,0.0,5,2017-08-05,Gadget,73.6515,368.2575
4794,2018-09-29T05:30:57.188Z,658,165,6.14213,5,2018-09-29,Gizmo,25.5363,127.6815
4795,2019-11-27T10:59:33.569Z,658,86,0.0,3,2019-11-27,Doohickey,61.5429,184.6287
4796,2019-01-19T04:25:57.279Z,658,131,0.0,2,2019-01-19,Widget,75.4115,150.823
4797,2017-05-28T03:09:23.340Z,658,18,0.0,3,2017-05-28,Gadget,54.602,163.80599999999998
4798,2018-05-06T09:42:16.115Z,658,17,0.0,3,2018-05-06,Doohickey,53.2907,159.8721
4799,2018-06-27T04:29:57.105Z,658,101,0.0,5,2018-06-27,Gadget,93.2166,466.08299999999997
4800,2019-07-02T03:30:22.265Z,658,77,0.0,2,2019-07-02,Gadget,67.3446,134.6892
4801,2017-04-17T17:19:41.404Z,658,192,6.14213,1,2017-04-17,Widget,46.1228,46.1228
4802,2017-05-12T05:32:24.520Z,658,196,0.0,3,2017-05-12,Widget,46.7641,140.2923
4803,2020-03-14T22:05:57.979Z,658,15,0.0,1,2020-03-14,Widget,25.0988,25.0988
4804,2018-10-27T13:03:47.303Z,658,102,0.0,4,2018-10-27,Gadget,31.3614,125.4456
4805,2017-10-25T11:46:59.754Z,658,110,6.14213,4,2017-10-25,Widget,37.0178,148.0712
4806,2018-12-09T20:10:18.660Z,658,167,1.64212,2,2018-12-09,Doohickey,65.1363,130.2726
4807,2019-03-16T14:10:57.060Z,658,131,0.0,1,2019-03-16,Widget,75.4115,75.4115
4808,2019-02-07T10:59:05.992Z,658,164,0.0,1,2019-02-07,Doohickey,61.9786,61.9786
4809,2018-08-15T02:30:26.353Z,658,30,0.0,5,2018-08-15,Gadget,42.783,213.91500000000002
4810,2020-02-18T07:54:47.794Z,658,50,0.0,2,2020-02-18,Widget,35.7601,71.5202
4811,2017-11-23T19:57:04.889Z,658,18,0.0,3,2017-11-23,Gadget,54.602,163.80599999999998
4812,2016-10-07T04:02:13.994Z,658,175,0.0,4,2016-10-07,Doohickey,78.2165,312.866
4813,2016-11-23T13:13:24.591Z,658,185,0.0,3,2016-11-23,Gadget,26.3847,79.1541
4814,2017-01-22T13:23:11.922Z,659,92,0.0,3,2017-01-22,Gizmo,83.2616,249.78480000000002
4815,2019-08-09T15:11:59.320Z,659,49,0.0,9,2019-08-09,Gadget,87.6191,788.5719
4816,2019-06-23T02:39:36.236Z,659,151,0.0,8,2019-06-23,Gizmo,61.0753,488.6024
4817,2018-01-06T21:15:50.227Z,659,153,0.0,2,2018-01-06,Gadget,44.5326,89.0652
4818,2020-03-03T20:22:58.236Z,659,18,0.0,1,2020-03-03,Gadget,54.602,54.602
4819,2020-03-08T00:04:56.747Z,659,61,0.0,1,2020-03-08,Gizmo,15.6919,15.6919
4820,2019-10-14T14:29:32.898Z,659,71,0.0,6,2019-10-14,Gadget,55.2025,331.21500000000003
4821,2019-08-02T08:04:55.630Z,659,9,0.0,7,2019-08-02,Widget,58.3131,408.19169999999997
4822,2018-11-18T08:11:25.229Z,663,113,0.0,4,2018-11-18,Gadget,73.6515,294.606
4823,2019-09-01T07:11:44.547Z,663,61,0.0,5,2019-09-01,Gizmo,15.6919,78.4595
4824,2018-02-08T01:54:55.712Z,663,106,0.0,2,2018-02-08,Doohickey,35.149,70.298
4825,2019-06-20T00:37:21.741Z,663,108,0.0,8,2019-06-20,Gadget,33.3966,267.1728
4826,2019-05-11T14:18:40.294Z,663,81,0.0,5,2019-05-11,Gizmo,29.2887,146.4435
4827,2020-02-16T20:00:41.879Z,664,88,0.0,2,2020-02-16,Gizmo,70.2753,140.5506
4828,2019-10-27T12:34:56.172Z,664,20,1.23882,7,2019-10-27,Gizmo,24.8843,174.1901
4829,2019-10-18T01:59:45.595Z,664,160,0.0,5,2019-10-18,Gadget,31.7275,158.6375
4830,2019-03-06T11:07:42.263Z,664,14,0.0,0,2019-03-06,Widget,25.0988,0.0
4831,2018-12-23T12:44:34.510Z,664,95,5.73882,1,2018-12-23,Gizmo,33.2124,33.2124
4832,2018-01-10T11:01:04.546Z,664,95,0.0,1,2018-01-10,Gizmo,33.2124,33.2124
4833,2017-09-20T11:26:43.706Z,664,146,0.0,4,2017-09-20,Widget,84.0315,336.126
4834,2018-10-08T11:50:36.493Z,664,40,0.0,6,2018-10-08,Gizmo,66.4416,398.64959999999996
4835,2019-04-04T05:13:10.733Z,664,117,0.0,3,2019-04-04,Gizmo,36.6832,110.0496
4836,2017-11-30T07:46:46.338Z,664,32,0.0,2,2017-11-30,Gadget,71.4299,142.8598
4837,2018-01-22T05:25:59.227Z,664,12,0.0,1,2018-01-22,Gizmo,77.3428,77.3428
4838,2017-07-28T16:04:36.273Z,664,73,0.0,4,2017-07-28,Widget,47.7525,191.01
4839,2018-02-12T00:42:29.472Z,664,53,0.0,2,2018-02-12,Doohickey,29.5172,59.0344
4840,2018-07-25T20:46:21.200Z,664,61,0.0,4,2018-07-25,Gizmo,15.6919,62.7676
4841,2019-11-26T00:17:02.669Z,664,147,0.0,2,2019-11-26,Doohickey,44.4315,88.863
4842,2019-06-30T15:07:01.119Z,664,129,0.0,6,2019-06-30,Gizmo,98.7782,592.6692
4843,2016-11-17T12:43:34.775Z,664,163,0.0,2,2016-11-17,Widget,22.3786,44.7572
4844,2017-06-03T04:54:36.505Z,664,163,1.23882,3,2017-06-03,Widget,22.3786,67.13579999999999
4845,2019-10-27T01:49:55.610Z,664,157,0.0,4,2019-10-27,Widget,93.2628,373.0512
4846,2019-12-02T08:58:29.817Z,665,181,0.0,1,2019-12-02,Widget,95.9263,95.9263
4847,2019-08-22T11:48:35.332Z,665,22,0.0,5,2019-08-22,Gizmo,21.4245,107.12249999999999
4848,2019-12-05T09:04:57.443Z,665,102,0.0,2,2019-12-05,Gadget,31.3614,62.7228
4849,2019-12-19T03:56:22.030Z,665,134,0.0,2,2019-12-19,Doohickey,28.3282,56.6564
4850,2019-03-23T08:42:01.440Z,665,103,0.0,1,2019-03-23,Widget,31.3614,31.3614
4851,2020-01-01T01:10:05.962Z,665,63,0.0,2,2020-01-01,Gizmo,89.0135,178.027
4852,2020-01-18T10:12:04.180Z,665,59,6.62501,2,2020-01-18,Gizmo,59.4681,118.9362
4853,2020-03-14T01:13:06.653Z,665,154,0.0,1,2020-03-14,Widget,54.5835,54.5835
4854,2018-08-17T20:24:16.690Z,665,5,0.0,8,2018-08-17,Gadget,82.7451,661.9608
4855,2017-05-09T15:55:25.932Z,665,127,5.65499,4,2017-05-09,Widget,89.6534,358.6136
4856,2019-04-23T02:45:14.487Z,665,137,0.0,3,2019-04-23,Gizmo,45.1817,135.5451
4857,2018-10-17T01:55:42.168Z,665,41,0.0,6,2018-10-17,Widget,42.3393,254.0358
4858,2019-08-19T12:21:59.304Z,665,89,0.0,7,2019-08-19,Widget,42.4797,297.35790000000003
4859,2018-12-20T05:28:49.864Z,665,104,0.0,2,2018-12-20,Widget,70.9614,141.9228
4860,2020-03-28T10:22:18.596Z,665,186,0.0,1,2020-03-28,Gizmo,65.9847,65.9847
4861,2016-07-09T18:41:53.452Z,665,21,0.0,5,2016-07-09,Gadget,40.3833,201.91649999999998
4862,2019-07-07T10:38:45.099Z,665,36,0.0,4,2019-07-07,Gizmo,87.2913,349.1652
4863,2020-03-03T13:57:04.398Z,665,162,0.0,1,2020-03-03,Gadget,22.3786,22.3786
4864,2020-01-24T23:12:04.312Z,665,129,0.0,2,2020-01-24,Gizmo,98.7782,197.5564
4865,2017-08-03T07:03:50.422Z,665,174,0.0,9,2017-08-03,Gadget,74.4095,669.6854999999999
4866,2020-02-08T02:54:17.711Z,665,116,0.0,2,2020-02-08,Gizmo,76.2832,152.5664
4867,2019-02-01T21:35:49.911Z,665,6,0.0,2,2019-02-01,Doohickey,64.9575,129.915
4868,2020-03-06T00:32:42.683Z,665,167,0.0,1,2020-03-06,Doohickey,65.1363,65.1363
4869,2018-04-19T20:12:56.412Z,665,192,0.0,2,2018-04-19,Widget,46.1228,92.2456
4870,2016-09-07T07:44:25.801Z,665,179,0.0,5,2016-09-07,Doohickey,45.5494,227.74699999999999
4871,2017-06-22T00:27:02.935Z,665,178,0.0,6,2017-06-22,Widget,78.2198,469.3188
4872,2019-12-29T14:05:53.778Z,665,18,0.0,2,2019-12-29,Gadget,54.602,109.204
4873,2018-08-28T18:36:21.518Z,665,106,0.0,7,2018-08-28,Doohickey,35.149,246.043
4874,2019-06-10T05:12:14.632Z,666,80,0.0,4,2019-06-10,Widget,36.6088,146.4352
4875,2017-11-06T12:20:40.504Z,666,164,0.0,2,2017-11-06,Doohickey,61.9786,123.9572
4876,2019-11-08T23:37:09.703Z,666,50,0.0,2,2019-11-08,Widget,35.7601,71.5202
4877,2018-08-19T09:34:04.446Z,666,8,0.0,6,2018-08-19,Doohickey,65.8922,395.3532
4878,2019-06-07T15:00:23.735Z,666,42,0.0,5,2019-06-07,Widget,25.3361,126.6805
4879,2019-09-10T08:31:06.790Z,666,62,0.0,3,2019-09-10,Widget,89.0135,267.04049999999995
4880,2019-02-24T22:21:38.567Z,666,107,0.0,1,2019-02-24,Gadget,33.3966,33.3966
4881,2019-05-23T18:21:12.274Z,666,101,0.0,5,2019-05-23,Gadget,93.2166,466.08299999999997
4882,2017-08-26T20:11:33.449Z,666,178,0.0,6,2017-08-26,Widget,78.2198,469.3188
4883,2019-11-10T09:31:43.311Z,667,31,0.0,2,2019-11-10,Doohickey,70.4356,140.8712
4884,2018-10-20T03:43:52.862Z,667,150,0.0,5,2018-10-20,Gadget,85.7028,428.514
4885,2018-06-21T15:16:03.779Z,667,168,0.0,7,2018-06-21,Gadget,79.2878,555.0146
4886,2019-07-20T03:59:16.112Z,667,63,0.0,4,2019-07-20,Gizmo,89.0135,356.054
4887,2020-01-27T06:37:54.572Z,667,16,6.95387,1,2020-01-27,Gadget,44.0735,44.0735
4888,2016-12-01T02:54:23.684Z,667,112,0.0,1,2016-12-01,Doohickey,27.5529,27.5529
4889,2019-05-15T19:28:34.684Z,667,135,0.0,3,2019-05-15,Gizmo,30.536,91.608
4890,2019-03-16T06:58:35.690Z,667,9,0.0,1,2019-03-16,Widget,58.3131,58.3131
4891,2016-12-14T22:47:59.495Z,667,192,0.0,2,2016-12-14,Widget,46.1228,92.2456
4892,2019-10-20T12:19:32.400Z,667,167,0.0,5,2019-10-20,Doohickey,65.1363,325.6815
4893,2019-09-26T23:44:18.532Z,667,7,0.0,3,2019-09-26,Doohickey,98.8193,296.4579
4894,2019-05-17T15:12:53.926Z,668,73,8.49126,3,2019-05-17,Widget,47.7525,143.2575
4895,2019-09-22T03:10:50.367Z,668,71,0.0,5,2019-09-22,Gadget,55.2025,276.0125
4896,2017-10-25T16:54:57.507Z,668,37,0.0,6,2017-10-25,Gadget,53.4052,320.4312
4897,2019-03-07T10:47:20.978Z,668,59,0.0,1,2019-03-07,Gizmo,59.4681,59.4681
4898,2017-08-15T13:28:19.168Z,668,185,0.0,7,2017-08-15,Gadget,26.3847,184.69289999999998
4899,2018-08-31T23:59:05.669Z,668,34,0.0,9,2018-08-31,Gadget,49.5359,445.82309999999995
4900,2017-07-16T02:30:37.838Z,668,167,0.0,5,2017-07-16,Doohickey,65.1363,325.6815
4901,2019-12-09T20:05:13.047Z,668,41,0.0,2,2019-12-09,Widget,42.3393,84.6786
4902,2019-10-14T06:54:51.562Z,668,151,0.0,6,2019-10-14,Gizmo,61.0753,366.4518
4903,2017-06-22T17:02:25.471Z,668,198,0.0,8,2017-06-22,Gizmo,46.7641,374.1128
4904,2019-09-18T01:20:23.376Z,668,86,0.0,7,2019-09-18,Doohickey,61.5429,430.8003
4905,2018-02-02T12:27:47.841Z,669,126,0.0,2,2018-02-02,Widget,83.496,166.992
4906,2020-01-06T07:32:02.612Z,670,67,0.0,2,2020-01-06,Gizmo,27.4965,54.993
4907,2019-04-14T23:36:15.575Z,670,69,0.0,4,2019-04-14,Doohickey,48.9251,195.7004
4908,2018-11-29T17:39:24.052Z,671,119,0.0,4,2018-11-29,Gadget,28.9588,115.8352
4909,2019-03-12T01:51:20.695Z,671,150,0.0,1,2019-03-12,Gadget,85.7028,85.7028
4910,2019-12-08T00:53:12.001Z,671,56,0.0,2,2019-12-08,Doohickey,24.2475,48.495
4911,2018-10-11T11:48:07.812Z,671,63,0.0,5,2018-10-11,Gizmo,89.0135,445.0675
4912,2019-05-17T10:55:45.011Z,671,139,0.0,4,2019-05-17,Doohickey,51.1851,204.7404
4913,2018-04-30T04:15:39.807Z,671,138,0.0,2,2018-04-30,Doohickey,75.9672,151.9344
4914,2019-09-18T04:18:16.711Z,671,94,0.0,4,2019-09-18,Widget,72.8124,291.2496
4915,2018-03-05T18:44:31.670Z,671,180,0.0,1,2018-03-05,Gadget,45.5494,45.5494
4916,2017-06-09T08:09:03.471Z,671,133,0.0,4,2017-06-09,Doohickey,45.6546,182.6184
4917,2018-05-05T00:01:02.222Z,671,119,0.0,3,2018-05-05,Gadget,28.9588,86.8764
4918,2018-09-11T10:18:25.676Z,671,12,0.0,3,2018-09-11,Gizmo,77.3428,232.02839999999998
4919,2019-11-10T15:46:10.374Z,671,172,0.0,2,2019-11-10,Gizmo,81.5768,163.1536
4920,2017-05-15T08:39:01.007Z,671,81,0.0,3,2017-05-15,Gizmo,29.2887,87.86609999999999
4921,2017-05-04T13:17:46.570Z,671,64,0.0,4,2017-05-04,Gadget,95.6148,382.4592
4922,2019-02-21T02:12:02.753Z,671,71,0.0,1,2019-02-21,Gadget,55.2025,55.2025
4923,2019-11-14T03:49:42.268Z,671,91,1.06318,2,2019-11-14,Gizmo,43.3962,86.7924
4924,2017-10-22T18:00:07.710Z,671,189,0.0,2,2017-10-22,Widget,62.1849,124.3698
4925,2019-07-08T11:47:02.341Z,671,187,0.0,3,2019-07-08,Gizmo,65.9847,197.9541
4926,2020-01-16T09:45:03.230Z,671,56,0.0,1,2020-01-16,Doohickey,24.2475,24.2475
4927,2017-01-29T08:09:10.857Z,671,126,0.0,1,2017-01-29,Widget,83.496,83.496
4928,2018-09-28T21:40:47.324Z,671,149,0.0,4,2018-09-28,Widget,46.1028,184.4112
4929,2019-01-09T23:02:26.479Z,671,183,0.0,2,2019-01-09,Gizmo,37.7983,75.5966
4930,2018-12-04T09:00:03.472Z,671,97,0.0,2,2018-12-04,Doohickey,74.9455,149.891
4931,2016-12-22T03:10:30.185Z,671,125,0.0,2,2016-12-22,Widget,53.598,107.196
4932,2018-10-04T06:22:40.850Z,671,68,0.0,4,2018-10-04,Gizmo,76.829,307.316
4933,2017-12-08T21:53:24.369Z,671,35,0.0,2,2017-12-08,Doohickey,47.6912,95.3824
4934,2018-07-02T09:12:51.881Z,671,167,0.0,5,2018-07-02,Doohickey,65.1363,325.6815
4935,2019-10-03T05:23:07.077Z,671,152,0.0,6,2019-10-03,Widget,32.5971,195.58259999999999
4936,2020-04-04T03:10:49.463Z,671,53,0.0,4,2020-04-04,Doohickey,29.5172,118.0688
4937,2019-10-25T01:01:00.153Z,671,170,0.0,6,2019-10-25,Widget,70.0511,420.3066
4938,2019-10-02T21:29:47.155Z,672,183,0.0,6,2019-10-02,Gizmo,37.7983,226.78979999999999
4939,2019-06-26T17:08:25.132Z,672,26,7.86735,6,2019-06-26,Widget,45.4165,272.499
4940,2019-05-27T03:40:07.501Z,672,187,0.0,4,2019-05-27,Gizmo,65.9847,263.9388
4941,2017-03-20T22:00:13.280Z,672,44,0.0,1,2017-03-20,Widget,50.9017,50.9017
4942,2019-01-18T02:19:11.281Z,672,146,0.0,2,2019-01-18,Widget,84.0315,168.063
4943,2019-04-24T16:18:11.632Z,672,52,0.0,4,2019-04-24,Widget,69.1172,276.4688
4944,2017-01-27T21:24:41.136Z,672,85,0.0,2,2017-01-27,Gizmo,36.6007,73.2014
4945,2016-07-24T11:12:57.060Z,672,92,0.0,4,2016-07-24,Gizmo,83.2616,333.0464
4946,2019-04-16T05:17:59.360Z,672,25,0.0,3,2019-04-16,Widget,45.7484,137.24519999999998
4947,2018-06-21T08:23:41.320Z,672,12,0.0,8,2018-06-21,Gizmo,77.3428,618.7424
4948,2018-02-05T17:10:36.352Z,673,152,7.86735,2,2018-02-05,Widget,32.5971,65.1942
4949,2018-11-01T11:58:32.424Z,673,167,0.0,3,2018-11-01,Doohickey,65.1363,195.40890000000002
4950,2017-08-09T20:51:20.597Z,673,54,0.0,7,2017-08-09,Widget,41.3957,289.7699
4951,2018-04-21T14:22:43.190Z,673,44,0.0,3,2018-04-21,Widget,50.9017,152.7051
